url,text
https://www.tiktok.com/@boobsmagee5678/video/7391526463700307231,"Yeah, we need to start conditioning federal aid. I'm sorry. That might be my most conservative take. We've got to do it. There is no reason why every year Texas can fail to update their electricity grid, fail to take any type of climate measures, and then we have to spend federal tax dollars because people are literally dying because the energy grid wasn't fixed. Because places are flooded and homeowners insurance has moved out or wherever in Florida. It cannot be we rely on FEMA to do everything for us while we see energy companies making billions every year. It cannot be that I'm gonna have to spend more of my tax dollars because Greg Abbott had to take a trip to Korea and not at all manage the state that he refused to weatherize. That's ridiculous. If you're going to start receiving FEMA funding, you know it's coming down the pipe. You've got to have some type of climate initiative on your state books because not doing anything to fix the problem and knowing that the problem is going to continue to get worse and expecting the federal government to bail you out is crazy."
https://www.tiktok.com/@braincontour/video/7421767412082674986,"But I wish I knew about CO2's impact on global warming. Before it was too late. Scientists from the NIAS Royal Netherlands Institute for Sea Research have just dropped a bombshell in the journal Nature Communications. By analyzing sediment from the Pacific Ocean, they uncovered that doubling atmospheric CO2 levels could spike our planet's average temperature by a staggering 13 to 25.2 degrees Fahrenheit. This is far beyond the 4.1 to 8.1 degrees Fahrenheit previously estimated by the UN Climate Panel. The implications? Our CO2 emissions are cooking the planet faster and harder than we thought. Global overheating is not just a theory. It's melting glaciers, flooding coastal communities, intensifying extreme weather, spreading diseases, making crops fail, and causing heat-related deaths. The message is clear. We must act now. Follow me for more science and research news."
https://www.tiktok.com/@bright.america/video/7328361906627022123,"This is our most recent and perhaps unusual renewable energy technology. It's a biogas digester, which we call BETI. We have been putting in about a kilogram and a half of food waste into the biogas digester and over the last four months it's provided essentially all of our cooking gas and I've also set up a biogas hot water system and it's connected to an outside shower so it doesn't replace our indoor hot water system but it does supplement it. We don't produce enough food waste to feed it ourselves. Once a week I bike down to the local fruit and veggie market, hop into their bin and take about 10 kilograms of food. Biogas is produced when organic matter biodegrades in the absence of oxygen and when it does that it produces a mixture of gases which can be used to provide a number of energy services from cooking to heating space to lighting and heating water."
https://www.tiktok.com/@captaindayosaba/video/7338185948796046634,"Good morning, again. It's an overcast day in Las Vegas. We actually have fog. We have close to 100% humidity today, which is like right around for Vegas. This place is dry, but we have like 90% humidity in a lot of areas. We even have fog this morning. Fog in Vegas. That's a beautiful thing. So, you know, we're in a drought, right? But California has gotten so much water that a lake has developed in Death Valley. So Death Valley has a beach now. I think that's so amazing. You're literally seeing changes to the planet before your very eyes. You're literally seeing changes to the planet, and I think that's amazing. You know, Death Valley, one of the hottest places on Earth, has a lake now, and there's snow-capped mountains. And when that snow melts, it'll feed into that lake, so that lake will be there for a while. And if we continue to get more rain, that lake will grow and be sustainable. That's awesome. That's pretty awesome. So yeah, I'm excited about that. Because you don't get that. You don't see that too often. Especially here in America where we control just about everything. Lakes don't randomly pop up like that, right? They have. And there's more rain coming. So, yay. Yay for that. Our environment is super important, right? I had this campaign called Earth First where I encourage people to think about the Earth first, instead of thinking about humanity first, right? If we think about what's best for the Earth, we not only save our planet, we save our environment, save our ecosystems, and we also save our humanity. But as long as we think of humanity first, we lose all of that going down. So this is something to consider. You know, just a campaign I'm working on just to get people's mindsets set to something other than destruction by humankind. Sit, puppy. Sit. Good girl. All right, clear. So, yeah. Earth first. Super important. Super important. All right. I just want to share that, you know, there's a lake in Death Valley. And I think that's awesome. I think that's awesome. As Lake Mead is drying out, there's another lake developing in California. So we'll see what we can do with that. All right, you guys have a great day. Peace."
https://www.tiktok.com/@chelsycuriositycorner/video/7379758309911399722,"Welcome back to my Curiosity Corner. Today we're going to be talking about the Climate Solutions series that you can find on my page. So within this series, as you can see, there are nine different 5E lessons that are all related to a solution that's proposed in the Project Drawdown Climate Solutions Library. In one of the Climate in the Classroom videos, there is a little bit of information about the Project Drawdown Solutions Library because one of the activities requires that students use this. But I have made nine separate lessons that are going to catalog the top nine climate solutions proposed by Project Drawdown. And what do I mean by top nine? Well, in the scenarios that they have, that's gigatons of CO2 that could be removed by this particular solution. And so I decided to choose the top 10 right here. As you can see, these are all gonna be listed as one of the topics for my 5E lessons. The only one that I haven't gotten to yet is utility-scale solar photovoltaics, but there is a lesson on distributed solar photovoltaics at the moment, and so you can at least touch on solar panels in your class through that. Just like in the lessons for climate in the classroom, these lessons are just meant to show students that there are many proposed solutions out there, and we're going to have to do a very large mix of different climate solutions in order to start seeing those atmospheric greenhouse gases truly go down. And then of course, start to solve climate change. So for this video, I'm not going to go into too many specifics, but I just want to highlight some features of the lessons. Like I said, they're all going to be 5E model lessons. If you don't know about that, I am going to make a video very soon about what the 5E model is in science. But for example, a lot of them are going to have some interactive graphs like this one. There are also handouts for every lesson, so you don't have to create anything from scratch. Everything is provided to you. In this particular one, students are building a windmill or a wind turbine, so of course you are gonna have to buy some materials, but not all of them require you to buy anything. There's really simple handouts like this one that you can use generically in really any type of data analysis, but these are just available to you, created by me on Canva, my favorite, and you're able to download them and use them for whatever you'd like. Another feature is some real world scenarios. So this is in one of the activities here. In another lesson, students are writing a letter. So this is kind of bringing in policy into the conversation. All that to say that the project drawdown library is really important for getting the conversation about climate solutions going. And the climate in the classroom toolkit is amazing, but this is just a really huge array of different ways in which we can start to think about climate solutions. And I've made a lesson for each of them. So you can use all of them depending on your class, or you can use one of them. They're all going to be addressing the same NGSS standard. And that standard, I'm going to read it word for word here, is HSEss34, which is to evaluate or refine a technological solution that reduces impacts of human activities on natural systems. So that's exactly what all of these solutions are. And I just chose the top nine for most impactful when it comes to Project Drawdown. So I hope you love it and please like and share this video if you want to see specifics on every single one of the lessons. I'd love to make that series for y'all."
https://www.tiktok.com/@chroniclecomics/video/7445781533753003310,"In April 1815, Mount Tambora, located in Indonesia, erupted in one of the most powerful volcanic events in recorded history. This cataclysmic eruption released an estimated 100 cubic kilometers of ash and debris, launching it high into the atmosphere and altering global weather patterns. The immediate aftermath saw the local area devastated, with tens of thousands of lives lost due to pyroclastic flows and volcanic ash. But the effects of Tambora reached far beyond its immediate vicinity. In 1816, known as the year without a summer, the eruption caused widespread agricultural failures across the northern hemisphere. Europe and North America experienced devastating cold, leading to famine and social unrest. Crops failed and food prices skyrocketed, prompting mass migrations and contributing to social upheaval. The dimming of sunlight due to ash particles in the atmosphere resulted in eerie, gloomy days and spectacular sunsets. Artists and writers of the time captured this surreal landscape, influencing works like Mary Shelley's Frankenstein. Tambora's eruption serves as a stark reminder of nature's power and its profound impact on human history, shaping economies, societies, and cultural narratives for generations."
https://www.tiktok.com/@co2coalition/video/7437256175621524766,"Another thing you've heard about is ocean acidification. They're claiming that the oceans will acidify. The pH of the oceans, that's the blue line, have decreased a small amount from about 8.1 to 8.05, bearing in mind that if it's neutral, not acidic, not basic, that's 7. So it's still firmly alkaline. Instead of saying the oceans are acidifying, we can say that there's been a slight decrease in alkalinity. And that's because CO2 is being absorbed into the oceans. That's what's led to the slight decline in ocean alkalinity."
https://www.tiktok.com/@cooltheclimate/video/7356606530076069163,"A Dutch company, Human Material Loop, transforms human hair into natural, warm and durable textile fibers. The clothing industry contributes up to 10% of annual global CO2 emissions. And Suzanne, look! Apparently, 60% of all new fabrics are also plastic, generating about 42 million tons of plastic waste, too. A switch to human hair clothing would reduce rotting hair in landfills and their CO2 emissions, land clearing for cotton, water usage and pollution, plastic production and its emissions, wool from sheep, which belch methane. The end result? A human loop of sustainability. They are stylish. What do you think? Would you wear human hair?"
https://www.tiktok.com/@coppercourier/video/7361583488463686954,"What about the freedom to breathe clean air, drink safe water, and to not die from extreme heat? Prohibiting expenditures or efforts to promote, advocate, or plan for reducing or replacing vehicle travel with walking, biking, or public transit has implications for our air quality as well as for mobility of non-drivers. Not everyone in our communities does drive or can drive. And of course, cleaning up our air improves and saves lives. Actions to hinder that have real impacts on your constituents."
https://www.tiktok.com/@crystal.imperfect/video/7428080339106549023,"The general election is Tuesday, November 5th, and I'm here to help you vote progressive on your California ballot. And now I'm covering off on State Measure 4. Proposition 4 authorizes bonds for safe drinking water, wildfire prevention, and protecting communities in natural lands from climate risks. I mean, this one's also an easy one for me. If you're progressive, you believe in climate change, and if you believe in climate change, then you probably want to save the environment. This bond would be spent on water projects, have to improve water quality, the remainder on protecting the state from floods and droughts, both of which are very important into the state of California, and restoring rivers and lakes. It would also be spent on wildfire and extreme heat projects, natural lands, parks and wildlife projects, coastal lands, bays and ocean protection, energy projects, and agricultural projects. So if we were to spend money on anything, I feel like on the environment should be one of our top priorities so it's a yes from me and all of these people think so as well while these people don't think so follow along for more recommendations on how to vote progressive on your california ballot"
https://www.tiktok.com/@curiositytok04/video/7418359881549335850,"What if we could clone extinct ecosystems? This revolutionary idea opens a Pandora's box of possibilities in conservation and ecological restoration. Imagine recreating lush prehistoric forests or vibrant coral reefs that once thrived before human interference. The implications for biodiversity are staggering. First, cloning ecosystems could restore balance to our current habitats by reintroducing lost species and functions. For instance, recreating a woolly mammoth ecosystem might help regenerate the tundra, countering climate change. However, it's not just about cloning, it's about understanding the intricate relationships within these ecosystems. Would cloned ecosystems behave like their ancient counterparts? Or would they adapt to modern conditions? Moreover, ethical concerns arise. Should we focus on revitalizing extinct systems? Or should we prioritize safeguarding existing ones? The challenges of cloning ecosystems include ensuring genetic diversity and preventing the spread of invasive species. Scientists would need advanced tools in genetics and ecology to achieve this. In short, the ability to clone extinct ecosystems could redefine our approach to nature and conservation, but it comes with immense responsibility and complex ethical dilemmas to navigate."
https://www.tiktok.com/@curiousminds76/video/7453067928670358826,"What would happen if we could reverse climate change? Imagine a world where glaciers regain their mass, the oceans restore their vitality, and ecosystems flourish again. The first step would be massive reductions in greenhouse gas emissions. Innovative technologies like carbon capture and storage could play a vital role, pulling CO2 from the atmosphere and sequestering it safely underground. Renewable energy sources like wind, solar and hydro could replace fossil fuels entirely, leading to cleaner air and healthier communities. Furthermore, reforestation and afforestation efforts could enhance biodiversity, creating habitats for countless species and improving our planet's resilience. The agricultural sector would also undergo a transformation, embracing regenerative practices that enrich soil health and increase crop yields without harming the environment. As a result, we could see significant improvements in food security, The societal implications would be profound. Communities could unite in a collective effort towards sustainability, fostering innovative solutions and green jobs. Ultimately, reversing climate change could lead to a more equitable world, where resources are shared and our planet thrives for future generations. The question remains, are we ready to take the leap toward this incredible possibility?"
https://www.tiktok.com/@dan_of_innsmouth/video/7423751891739315502,"Let me predict for you the future of climate change. These aren't my personal prediction. They're based on the predictions of climate scientists, the very same climate scientists who decades ago were predicting what we are seeing today with hurricanes Helene and Milton. The global temperature will continue to rise. Even if we did everything we could, it would still go up, but it would slow down and eventually stop, eventually reverse. The higher up it goes, the more catastrophic the effects of climate change will be. As polar ice caps melt and ice shelves collapse, we will see massive rises in sea level. Events like hurricanes might not become more common per se, but they will become more severe. They will dump more water. Certain regions of the globe will experience catastrophic flooding. Entire communities may be wiped out by this. While some places will be dealing with too much rain, others will be dealing with drought, which will cause starvation. And as global temperatures continue to rise, certain locations will experience temperatures that human life cannot endure. Places like Bangladesh have been flirting with this for some time. When this happens, over a sustained period of time, there will be millions of deaths within a short amount of time. The United States may be less vulnerable to this, but it is not invulnerable. Communities like Houston, for example, would be in the crosshairs of these sorts of effects. There will be massive amounts of migration. There will be climate refugees. If you think the refugee crises we have today are large, these will dwarf them by orders of magnitude. And people will continue to deny climate change, at least human-caused climate change, is happening. If this video gets out of the 200-300 club, you'll see it in my comments."
https://www.tiktok.com/@darius_vandals/video/7445803304036191518,"Well, I keep seeing a lot of things on this app recently about people that live in southern states, especially Florida and Louisiana. And I know it's a big joke. Everybody's laughing about it, about how it's so cold in their region and they're not used to it. And I read the comments and people are saying, yeah, we don't even own coats and all that. Ha ha ha ha ha. But this is climate change. It's not weather. Weather happens on a daily basis. Climate change takes place over a long period of time. That hurricane that we've seen that went towards Mexico and they made that big curve and went back and hit South Carolina and did all that flooding up on the mountainous east coast, that's climate change. All these tornadoes that we're seeing that are so destructive, category fives and things, that's climate change. These atmospheric rivers, I'm sure you've heard about those. That's climate change. These wildfires, climate change. One of the things that a lot of people don't understand, and I'm gonna explain it to you. We always hear about carbon dioxide, carbon dioxide, CO2, people talk about CO2. But what you don't understand is, it's not that CO2 is so dangerous, because people always make this joke, well, CO2, it's for the plants, it makes everything green and all this. Yeah, that's true. And one of the things I think is funny is people say, well, 5 million, 10 million years ago, CO2 levels were so high on this planet. Yeah, you know something else? Humans weren't around then. We weren't around when CO2 levels were that high. Humans have only been around for around 5 to 600,000 years. We haven't been around for millions of years. So when CO2 was really, really high, there were no humans. But let me get back to what I was saying. What you don't understand is, It's not that the CO2 is so dangerous, but what the CO2 does is it warms the atmosphere. Number one, it allows more water vapor because the water evaporates. So then you have CO2 and then you have water vapor. So that's why you get these atmospheric rivers and these hurricanes able to hold so much water because there's more water vapor. But what's the most dangerous thing is this CO2 and this water vapor up in the sky warms the earth so much that you get The ice up in the north. The permafrost melting. And as the permafrost melts, it releases methane. And methane is hundreds of times more strong than CO2. And methane is what's dangerous. Go on to YouTube and type in North Methane fire or whatever and you'll see people out in the snow light fire and poof or you'll see lakes or rivers bubbling that's the methane escaping and that methane is escaping because of the co2 and the water vapor that's warming the atmosphere causing all that permafrost to melt and there's trillions of tons of organisms, leaves, things like that that have been buried and died and rotted. And if something rots, it releases methane gas. Methane is way more dangerous. And I'm going to tell you one more thing that blows your mind. Do you know that it takes about 20 to 25 years for the atmosphere to build up enough CO2 that you actually start to notice changes? So the year is 2025 almost. We're like less than a month away. The heating and the problems that we're seeing today is caused from CO2 that was released in the year 2000. So think about that. We're in the year 2025 and all these issues that we're having now is because of all the CO2 released in the year 2000, 25 years ago. Imagine what it's going to be like in 2025 with all of this drilling and all of this industrial growth and all of these cars still releasing CO2, still releasing, allowing the water vapor to go up into the sky, causing the permafrost to melt and all the methane go up. This is climate change. Weather happens on it daily. Climate change happens over decades, centuries. You may think it's funny, but someday, oh, wait, before I say that, let me run one more little thing past you. When you see people post, one of my favorite posts I love to see is people who post a picture of Plymouth Rock. And they'll show it with the waters going over it. And they'll say, see guys, see, Plymouth Rock, it's at sea level, blah, blah, blah. It should be covered by water. And they're such idiots. Number one, Plymouth Rock, the actual rock that was down by the water, was actually moved. It's in a different location now. And they built this big structure around it. I've been there. It's pretty cool. High Tide and Low Tide"
https://www.tiktok.com/@desertstoforests/video/7384117186912062762,"A new study indicates that climate change has made heat waves in the southwest U.S. and Mexico 35 times more probable. The analysis also reveals that climate change has intensified the heat, providing no nighttime relief. From June 2 to 6, the nighttime temperature in Corpus Christi, Texas, never dropped below 80 degrees. The report connects the extreme heat to at least 125 deaths in Mexico. Researchers emphasize that what's most alarming is that such heat waves are no longer unusual."
https://www.tiktok.com/@dr.matthewwielicki/video/7335904699880607018,"Hey, tick-tock, Dr. Matthew Wyalicki here. Haven't made a video in a while, but I've had a whole bunch of people asking me about my feelings or response to the trial that recently was concluded with Dr. Michael Mann and Ran Simberg and Mark Stein. If you're not aware of this, about 12 years ago, Penalty 2 Pen State Football Program and so uh michael dr michael mann sued for defamation 12 years ago um dragged out the case for a really long time for 12 years and recently won his case he was awarded um he the the both of the defendants were were uh were guilty and um they were guilty of defamation with malice meaning that they Penalties are $1 each Losses that were incurred in terms of damages that Dr. Michael Mann suffered due to his reputation, meaning he didn't suffer anything. This was a blog post that very few people read. In fact, it's much more famous now than it ever was because of this trial. Not a lot of people would have read it. And then, in punitive damages, Ranzenberg was ordered to pay $1,000, but Mark Stein was ordered to pay $1,000,000 in punitive damages to Dr. Michael Mann. And this is essentially a message, right? They're trying to send a message. The prosecution was very clearly trying to show that this isn't Dr. Michael Mann that's on trial, this is climate science that's on trial. And one thing that came out of this trial was very clearly what a despicable human being Dr. Michael Mann is and how awful he is to his colleagues and to those that don't agree with him. He's called me out on social media a whole bunch of times and then blocked me, like the coward that he is. But it's clear that this was a message. This is a message to the public that when we say follow the science not only do we mean it but now we mean it in a legal sense because if you don't follow the science if you critique the science if you have any sort of criticism to to make about the science now the precedent is is that the scientists will sue you and it's all over social media scientists Applauding this verdict and talking about how they're going to start suing folks for going after or for being critical of their research. One great example that really kind of puts this all into a real clear mode is the recent freak out about the Atlantic Multidecadal circulation, the AMOC, the Atlantic Multidecadal overturned circulation. um this is the circulation that takes warm water from the equator brings it along the eastern seaboard of the united states and then up into the north atlantic and it really regulates the temperatures of the northern hemisphere particularly places like europe where these warm waters kind of create a temperate climate that otherwise would have been could be much colder if you weren't getting these warm waters going up there And so recently, some Dutch scientists came out with a report that said that this is on a tipping point, that this is about to collapse. The AMOC is going to collapse soon. And if it does, Northern Europe and the whole Northern Hemisphere is going to have dramatic climate changes on the order of three to five degrees Celsius of cooling very rapidly. And this could be devastating in terms of agriculture and economy and you name it. And so this was picked up by all the mainstream media and of course by all of the climate alarmists and retweeted and posted all over the mainstream media. And it was very quickly identified that these researchers had essentially forced their model. They took completely unrealistic assumptions about the amount of freshwater input into the Northern Atlantic And they essentially forced their model to give an outcome that is completely unreasonable. And then they not only published that through the peer review process, but they had all of these famous climate scientists and large media publications applauding them and talking about their research and how amazing this new result is and how this just proves that climate change is real and is an existential threat and we need to respond right away. But if you force a model to give you a result that you want, that's not how science is done. That's not science at all. In fact, my PhD advisor who really nailed this home to me, a famous statistician by the name of George Box said this, All models are wrong, but some are useful. And that's really important. Models are useful, and they absolutely are, but models are completely an unrealistic replication of a natural system. We don't understand all of the forcing that occurs in a natural system, so we oversimplify models, and then we force them and tweak them by the assumptions and by the inputs that we put in to give us the result that we want. Garbage in, garbage out. This is exactly how this whole climate alarmism is done. But now if you critique these, are these British scientists who critiqued this new result and showed that this is essentially a BS result that is forced through completely unrealistic assumptions, are they gonna face lawsuits now? Is this the new way that we debate science in the public realm? Is we sue each other for millions of dollars? It's absolutely ridiculous. Michael Mann showed that he's a despicable human being and a terrible scientist and a terrible scientific colleague. And that I'm grateful for because that really exposed him. But the outcome of the trial is absolutely detrimental to sharing public, to scientists being critical of each other, to the public getting the accurate scientific information and not some manipulated version Because they're trying to change policy or to change behavior. We saw it with COVID. We're seeing it with climate. This is the new realm that we're in and the public really needs to fight back. Support independent journalists. Support independent researchers. Ignore mainstream media. I've got a sub stack irrationalfear.com. Check it out. I talk a lot about science and peer review and the damage that the scientific community is doing to scientific integrity, particularly in climate science and in COVID. So check that out, irrationalfear.com. That's my sub stack and thanks for the support. Have a great day."
